Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Європейська Солідарність,221,1211,2019-06-26,2,"ТОВ ""Телеканал ""Прямий""","м. Київ, вул. Мечнікова, буд. 2А",04948693,"+;1211; за розм.мат.передв.агіт. на ТК на період 26.06-02.07.19 зг.рах.№403 від 25.06.19,дод.№1 до дог.№68-П/BSA2 від 25.06.19 в т. ч. ПДВ 20% 121028.57 грн.","726171,43",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1212,2019-06-27,64,"ТОВ ""Телерадіоорганізація ""Русское радио-Україна""","м. Київ, вул. Сімʼї Хохлових, буд. 15, оф. 1",31407092,"+;1212; за ефірн.час на ""Русское радіо-Україна"" на період 27.06-01.07.19 зг.рах.№СФ-0000412 від 26.06.19  в т. ч. ПДВ 20% 9546.00 грн.",57276,юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-06-27,65,"ТОВ ""Бойчук-студія""","м. Івано-Франківськ, вул. Галицька, буд. 67, оф. 503",22188659,"+;1212; за ефірн.час на ""Русское радіо-Україна"" на період 27.06-01.07.19 зг.рах.№41 від 26.06.19  Без ПДВ",1290,юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-06-27,66,"ТОВ ""Телерадіокомпанія ""Імідж ТВ""","МИКОЛАЇВСЬКА, М. ВОЗНЕСЕНСЬК, вул. ТІМІРЯЗЄВА, буд. 175",20907141,"+;1212; за ефірн.час на ""ХІТ ФМ"" м.Вознесенськ на період 27.06-01.07.19 зг.рах.№58 від 26.06.19  Без ПДВ",1290,юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-06-27,67,"ТОВ ""Телерадіокомпанія ""Медіа маркет""","М. КИЇВ, ШЕВЧЕНКІВСЬКИЙ р-н, вул. ПАВЛІВСЬКА, буд. 29, КВ. (оф.) 23А",31306998,"+;1212; за ефірн.час на ""ХІТ ФМ"" на період 27.06-01.07.19 зг.рах.№СФ-0000364 від 26.06.19  в т. ч. ПДВ 20% 10320.00 грн.",61920,юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-06-27,70,"ПАТ ""НСТУ""","м. Київ, вул. Мельникова, буд. 42",23152907,"+;1212; за розм.МПА на Укр.радіо за 26.06-19.07.19 зг.рах.№НТК000000200 від 25.06.19, дод.№2 та №4 до дог.№95-32/3 від 25.06.19в т.ч.ПДВ 20% 798.60 грн.","4791,6",юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1211,2019-06-27,69,"ПАТ ""НСТУ""","м. Київ, вул. Мельникова, буд. 42",23152907,"+;1211; за розм.МПА на ТК UA Перший за 26.06-19.07.19 зг.рах.№НТК000000200 від 25.06.19, дод.№1 та №3 до дог.№95-32/3 від 25.06.19в т.ч.ПДВ 20% 6609.63 грн.","39657,8",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,71,"ПрАТ ""Телерадіокомпанія ""Люкс""","м. Львів, пл. Галицька, буд. 15",20765851,+;1211; за передвиб.агіт. на ТК 24 на період 26.06-02.07.19 зг.рах.№ ЛВ479 від 25.06.19 до дог.№ ЛВ.25.06.19-406872 від 25.06.19 в т. ч. ПДВ 20% 20828.57 грн.,"124971,43",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,73,"ТОВ ""Телеканал ""Прямий""","м. Київ, вул. Мечнікова, буд. 2А",04948693,"+;1211; за розм.мат.передв.агіт. на ТК на період 26.06-02.07.19 зг.рах.№403 від 25.06.19,дод.№1 до дог.№68-П/BSA2 від 25.06.19 в т. ч. ПДВ 20% 63771.43 грн.","382628,57",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,75,"ТОВ ""Новий канал""","м. Київ, вул. Тургенєвська, буд. 25",23530545,"+;1211; за еф.час на ТБ на період 26.06-02.07.19 зг.рах.№СФ-00000183 від 25.06.19, дод.1 від 25.06.19 до дог.№3-НК-ВРУ2019 від 25.06.19 в т. ч. ПДВ 66502.00 грн",399012,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,68,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,+;1211; за розповс.політ.агіт. на ТБ на період 26.06-02.07.19 зг.рах.№553 від 25.06.19 до дог.№ВР-10 від 25.06.19 в т. ч. ПДВ 20% 80485.72 грн.,"482914,29",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,74,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211; за еф.час на ТБ на період 26.06-02.07.19 зг.рах.№202 від 26.06.19, дод.1 від 25.06.19 до дог.№5-ICTV-ВРУ2019 від 25.06.19 в т. ч. ПДВ 20% 110762.00 грн.",664572,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,76,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+;1211; за ефірний час на ТБ на період 26.06-02.07.19 зг.рах.№415 від 25.06.19,дод.№1 від 25.06.19 до дог.№5-СТБ-ВРУ2019 від 25.06.19 в т. ч. ПДВ 115898.00 грн",695388,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,78,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,+;1211; за розповс.політ.агіт. на ТБ на період 01.07-02.07.19 зг.рах.№556 від 26.06.19 до дог.№ВР-10 від 25.06.19 в т. ч. ПДВ 20% 145800.00 грн.,874800,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,72,"ТОВ ""Телерадіокомпанія ""Експрес-інформ""","м. Київ, вул. ПАВЛА УСЕНКА, буд. 8",30184432,+;1211; за розм.політ.рекл. на ТК 5 к на період 26.06-02.07.19 зг.рах.№94 від 25.06.19 до дог.№302-КД від 25.06.19 в т.ч. ПДВ 20% 28404.54 грн.,"170427,25",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-06-27,77,"Підприємство з іноземними інвестиціями у формі ТОВ ""Телерадіокомпанія ""НБМ""","м. Київ, вул. ЕЛЕКТРИКІВ, буд. 26",22837796,+;1211; за розм.політ.рекл. на ТК 5 к на період 26.06-02.07.19 зг.рах.№188 від 25.06.19 до дог.№1046 від 25.06.19 в т.ч. ПДВ 20% 28404.54 грн.,"170427,25",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1212,2019-07-01,115,"ТОВ ""Телерадіокомпанія ""Белком""","м. Київ, вул. Володимирська, буд. 61/11, оф. 50",32276619,+;1212; оплата за передвиб.аг.на РС Люкс ФМ за 02.07.19 зг.рах.№БЛ33 від 25.06.19 до дог.№БЛ.25.06.19-406963 від 25.06.19  в т. ч. ПДВ 20% 6.72 грн.,"40,32",юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-07-01,114,"ТОВ ""Телерадіокомпанія ""Радіо великих доріг""","М. КИЇВ, ГОЛОСІЇВСЬКИЙ р-н, вул. ВОЛОДИМИРСЬКА, буд. 61/11, КВ. (оф.) 50",32355150,+;1212; оплата за передвиб.аг.на РС Люкс ФМ за 02.07.19 зг.рах.№РВ35 від 25.06.19 до дог.№РВ.25.06.19-406958 від 25.06.19  Без ПДВ,"33,6",юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-07-01,113,"ПП ""Вісма-радіо-ТБ""","м. Київ, вул. Володимирська, буд. 61/11, оф. 50",24388823,+;1212; оплата за передвиб.аг.на РС Люкс ФМ за 02.07.19 зг.рах.№ВС26 від 25.06.19 до дог.№ВС.25.06.19-406962 від 25.06.19  в т. ч. ПДВ 20% 4.92 грн.,"29,52",юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-07-01,122,"ТОВ ""Радіомовна компанія ""Армянське радіо-Україна""","М. КИЇВ, ПЕЧЕРСЬКИЙ р-н, вул. М. ГРУШЕВСЬКОГО, буд. 28/2, КВ. (оф.) 43",31513637,+;1212; за ефірн.час на РС за 02.07.19 зг.рах.№23 від 25.06.19 до дог.№3 від 25.06.19  в т. ч. ПДВ 20% 33.72 грн.,"202,32",юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-07-01,121,"ТОВ ""Телерадіокомпанія ""Нота""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 156",25612307,+;1212; за ефірн.час на РС за 02.07.19 зг.рах.№23 від 25.06.19 до дог.№25-06/2019/П-3 від 25.06.19   в т. ч. ПДВ 20% 30.00 грн.,180,юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-07-01,123,"ТОВ ""Телерадіокомпанія ""Маяк""","Кіровоградська обл., м. Олександрія, Покровська площа, буд. 10",32100066,+;1212; за ефірн.час на РС за 02.07.19 зг.рах.№СФ-0000031 від 25.06.19 до дог.№3 від 25.06.19   Без ПДВ,66,юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-07-01,125,"Підприємство ТРК ""Подільські комунікації""","Вінницька обл., м. Ладижин, вул. Процишина, буд. 45, кв. 91",34261211,+;1212; оплата за передвиб.аг.на РС за 02.07.19 зг.рах.№СФ-0000026 від 25.06.19 до дог.№ВІН1074/5 від 25.06.19   Без ПДВ,180,юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-07-01,124,"ТОВ ""Контакт-інформ""","М. КИЇВ, ГОЛОСІЇВСЬКИЙ р-н, вул. ВОЛОДИМИРСЬКА, буд. 61/11, КВ. (оф.) 50",36045376,+;1212; оплата за передвиб.аг.на РС Люкс ФМ за 02.07.19 зг.рах.№КІ27 від 25.06.19 до дог.№КІ.25.06.19-406957 від 25.06.19 в т.ч.ПДВ 20% 9.72 грн.,"58,32",юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1212,2019-07-01,117,"ТОВ ""АБ-радіо","м. Кропивницький, вул. Велика перспективна, буд. 17/10",13755272,+;1212; оплата за передвиб.аг.на РС за 02.07.19 зг.рах.№40-ПА від 25.06.19 до дог.№8/ПА від 25.06.19   в т. ч. ПДВ 20% 12.00 грн.,72,юридична особа,оплата ефірного часу на радіо
